0.000000000000000000e+00 0.000000000000000000e+00 5.000040322905829893e-02
0.000000000000000000e+00 0.000000000000000000e+00 1.999981566671620581e-01
0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-01
0.000000000000000000e+00 0.000000000000000000e+00 3.999997695833952260e-01
0.000000000000000000e+00 0.000000000000000000e+00 6.000013824996284217e-01
0.000000000000000000e+00 0.000000000000000000e+00 7.999983870837668043e-01
0.000000000000000000e+00 0.000000000000000000e+00 8.999991935418834021e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 6.095999999999999197e-01 5.000000000000000278e-02
0.000000000000000000e+00 6.095999999999999197e-01 2.000000000000000111e-01
0.000000000000000000e+00 6.096000000000000307e-01 2.999999999999999889e-01
0.000000000000000000e+00 6.095999999999999197e-01 4.000000000000000222e-01
0.000000000000000000e+00 6.095999999999999197e-01 5.999963550652444022e-01
0.000000000000000000e+00 6.095999999999999197e-01 7.999987850217480378e-01
0.000000000000000000e+00 6.095999999999999197e-01 9.000097198260150755e-01
0.000000000000000000e+00 6.095999999999999197e-01 1.000000000000000000e+00
0.000000000000000000e+00 1.523999999999999799e+00 5.000052783539980783e-02
0.000000000000000000e+00 1.523999999999999799e+00 1.999981525761006795e-01
0.000000000000000000e+00 1.524000000000000021e+00 2.999999999999999889e-01
0.000000000000000000e+00 1.523999999999999799e+00 4.000002639176999386e-01
0.000000000000000000e+00 1.523999999999999799e+00 5.999997360823000614e-01
0.000000000000000000e+00 1.523999999999999799e+00 8.000031670123988192e-01
0.000000000000000000e+00 1.523999999999999799e+00 8.999989443292004676e-01
0.000000000000000000e+00 1.523999999999999799e+00 1.000000000000000000e+00
0.000000000000000000e+00 3.047999999999999599e+00 4.999908418199135174e-02
0.000000000000000000e+00 3.047999999999999599e+00 1.999963367279654070e-01
0.000000000000000000e+00 3.048000000000000043e+00 2.999999999999999889e-01
0.000000000000000000e+00 3.047999999999999599e+00 4.000003052726695540e-01
0.000000000000000000e+00 3.047999999999999599e+00 5.999996947273305015e-01
0.000000000000000000e+00 3.047999999999999599e+00 7.999990841819913934e-01
0.000000000000000000e+00 3.047999999999999599e+00 8.999911470925830992e-01
0.000000000000000000e+00 3.047999999999999599e+00 1.000000000000000000e+00
0.000000000000000000e+00 4.572000000000000064e+00 5.000109788580974629e-02
0.000000000000000000e+00 4.572000000000000064e+00 1.999993243779632501e-01
0.000000000000000000e+00 4.572000000000000064e+00 2.999999999999999889e-01
