-2.434089956086738312e+04 -1.702475263415854215e+03 3.860746985998926684e+05 4.441962045297629183e-04 -4.105313322353882893e-06 -1.002314834582026777e-03
-9.727187885410501622e+04 -6.804353397777772443e+03 3.861102017478033667e+05 2.028026805466577381e-04 -1.279805074072088639e-06 -1.497794916110898938e-04
-1.459545304748430499e+05 -1.021029524295662486e+04 3.861052657464423683e+05 1.729541506695487618e-04 -9.176693566031116295e-07 -1.293845578977425366e-05
-1.945922661222229362e+05 -1.361358337310562456e+04 3.861025592590266606e+05 1.520082585025720758e-04 -7.057213639529590397e-07 -1.188711688448886329e-05
-2.919202655964365113e+05 -2.042716414481705215e+04 3.861008285450624535e+05 1.283407506554946399e-04 -5.718627378952001267e-07 1.925319042870866690e-05
-3.892397300347324926e+05 -2.722888203872302256e+04 3.861012612235540291e+05 1.147649931056640032e-04 -5.578145868349405489e-07 1.323966991785548431e-05
-4.379817356886842754e+05 -3.061655685059278403e+04 3.861078253863733844e+05 1.089908611678487810e-04 -4.695610417733144472e-07 1.401358567956157035e-05
-4.865151015828119125e+05 -3.403431747652217746e+04 3.861012612235532142e+05 1.028690324104796486e-04 -4.756435821189694962e-07 1.490701704015749449e-05
-2.276713969393531443e+04 -1.593469836412450377e+03 3.661161217494512093e+05 4.345699261598373457e-04 -4.871875097846912327e-06 -9.793591798765662916e-04
-9.114264259880306781e+04 -6.374289158585157566e+03 3.661150123688615859e+05 1.991498882527426538e-04 -1.636617252956614484e-06 -1.449034285995664194e-04
-1.367132007805850299e+05 -9.561533024825364919e+03 3.661158576112159062e+05 1.692979332657413010e-04 -1.154435904598366862e-06 -1.132795360392700233e-05
-1.822950112538239046e+05 -1.274857115123618678e+04 3.661135331947426312e+05 1.493109515581902535e-04 -8.845764435099952138e-07 -1.070008522213468694e-05
-2.734675165787669248e+05 -1.912331711495176933e+04 3.661050326244868338e+05 1.278695573046258606e-04 -7.485109048185355501e-07 1.922601778848289091e-05
-3.645458976754808100e+05 -2.549587962451782369e+04 3.661516399833339383e+05 1.127397386467493621e-04 -7.618022834170193889e-07 1.341183915813074888e-05
-4.102205628696660278e+05 -2.868473972112895717e+04 3.661383200605117017e+05 1.069105555249184972e-04 -7.491108229618266968e-07 1.434433783999945544e-05
-4.557106692686091992e+05 -3.187177674941805162e+04 3.660004004479727009e+05 1.018655425503456211e-04 -6.652302473750710903e-07 1.507918628043314869e-05
-2.071828910456132508e+04 -1.617781573856142131e+03 3.370697795645545120e+05 4.202653421157002056e-04 -3.421300977200629297e-06 -9.474627975915131698e-04
-8.290085655231021519e+04 -6.471926000958537770e+03 3.370969806939212722e+05 1.930102097506512522e-04 -1.134111899685268437e-06 -1.376900002229072145e-04
-1.243668057424398285e+05 -9.706560835248114017e+03 3.370960823831860907e+05 1.650464870259880251e-04 -7.817938045602367461e-07 -8.770698768644483149e-06
-1.658336517162880045e+05 -1.294204567887996382e+04 3.370894783655842184e+05 1.457546405009443294e-04 -5.814504146206003691e-07 -8.968041033450152723e-06
-2.487239527213326073e+05 -1.941171080111740957e+04 3.370977896657476085e+05 1.243130939198080207e-04 -4.824708172461738778e-07 1.914317591092311600e-05
-3.316556823164160596e+05 -2.588345363787156020e+04 3.370834792312306818e+05 1.109483405207753774e-04 -5.282578001387955668e-07 1.326167282141264734e-05
-3.730777739236730849e+05 -2.912474765943520106e+04 3.370787164243073785e+05 1.043139447210856511e-04 -5.189592090940758985e-07 1.462783939864626743e-05
-4.145560191414691508e+05 -3.235520278416046858e+04 3.371190650042519555e+05 9.981801323078155427e-05 -4.505871177120513494e-07 1.659636706601666601e-05
-1.751399145348539605e+04 -1.145773006014866723e+03 2.913955668057781877e+05 3.990740468839279139e-04 -7.536966942921662210e-06 -8.990019035910349699e-04
-7.006186761384211422e+04 -4.582813955272801650e+03 2.914366466273575206e+05 1.821321064520612200e-04 -2.717413701174286410e-06 -1.275529231036535082e-04
