1.930528186660500069e+04 1.570918880395683309e-04
7.721979299993152381e+04 8.039392041366905583e-05
1.158307570730880252e+05 7.513479544024346071e-05
1.544409204663514975e+05 7.327990602517984932e-05
2.316620479327715002e+05 7.550303552158273059e-05
3.088813961105401977e+05 7.850426034172660337e-05
3.474919598437502282e+05 7.986592715827336899e-05
3.861025235769602004e+05 8.131096133093524520e-05
1.830576646673722644e+04 1.542851870503597026e-04
7.322306586694890575e+04 7.947687949640286646e-05
1.098345988004233222e+05 7.448349944748835637e-05
1.464461317338978115e+05 7.277970188848921290e-05
2.196678631343582238e+05 7.508619874100719120e-05
2.928918186456327676e+05 7.808742356115107753e-05
3.295073549785726354e+05 7.947687949640286646e-05
3.661153293347444851e+05 8.094970278776977954e-05
1.685475657160207265e+04 1.502557648381294794e-04
6.741769181991982623e+04 7.811521267985611439e-05
1.011274718564216746e+05 7.353170593111054863e-05
1.348367181063281314e+05 7.205718480215825446e-05
2.022548547484107548e+05 7.447483812949639377e-05
2.696743258569818572e+05 7.744827383093524323e-05
3.033820597115347628e+05 7.883772976618704572e-05
3.370915728547388571e+05 8.039392041366905583e-05
1.457103958765852258e+04 1.442255260791366835e-04
5.828415835063409031e+04 7.605881789568344075e-05
8.742783888573732111e+04 7.202238054342649163e-05
1.165705408120823122e+05 7.086225269784172357e-05
1.748555888070420478e+05 7.344664073741005695e-05
2.331406368020017981e+05 7.636449820143883268e-05
2.622809366886675707e+05 7.783732149280574576e-05
2.914261296191243455e+05 7.953245773381294019e-05
1.316807048610847596e+04 1.295806605215827311e-04
5.267094747794541763e+04 7.066772886690647908e-05
7.900668811021582223e+04 6.785059439362865936e-05
1.053423397780536761e+05 6.736082374100718726e-05
1.580132872559991083e+05 7.027868120503596300e-05
2.106846795561073523e+05 7.325211690647481246e-05
2.370203757061614888e+05 7.489167491007193316e-05
2.633556270340527408e+05 7.705922616906474070e-05
1.109875778464657378e+04 1.256623947841726554e-04
4.439503113858629513e+04 6.902817086330934482e-05
6.659254670787943178e+04 6.648199013561557620e-05
8.878961745500977850e+04 6.613810251798560595e-05
1.331846485935960663e+05 6.911153821942445541e-05
1.775801245543451805e+05 7.205718480215825446e-05
1.997767504793126718e+05 7.380789928057553617e-05
2.219751556929314975e+05 7.608660701438847761e-05
9.006314330717774283e+03 1.246341973920863321e-04
3.602525732287109713e+04 6.791660611510791097e-05
5.403775253765779780e+04 6.528362765535879002e-05
7.205051464574219426e+04 6.485980305755395092e-05
1.080766616129389440e+05 6.769429316546761606e-05
1.441005844693215622e+05 7.052878327338129476e-05
1.621136579529199225e+05 7.222391951438848919e-05
1.801258417921926593e+05 7.447483812949639377e-05
7.203005282625224027e+03 1.236059999999999817e-04
2.881068666401242081e+04 6.674946312949638983e-05
4.321602999601860938e+04 6.397058692319678320e-05
5.762137332802484161e+04 6.344255800359711157e-05
8.643294963636292960e+04 6.613810251798560595e-05
1.152427466560496832e+05 6.883364703237410034e-05
1.296483123991373141e+05 7.044541591726618418e-05
1.440534333200621186e+05 7.269633453237408875e-05
5.703064949579324093e+03 1.227167482014388292e-04
2.281225979831729637e+04 6.558232014388488225e-05
3.421825625082710030e+04 6.268358687444745901e-05
4.562451959663459274e+04 6.205310206834532263e-05
6.843677939495189639e+04 6.458191187050359584e-05
9.124903919326918549e+04 6.713851079136690591e-05
1.026565035589163163e+05 6.869470143884891602e-05
1.140608541694236774e+05 7.086225269784172357e-05
4.705773660525675041e+03 1.246064082733812817e-04
1.882220499777704754e+04 6.588800044964028774e-05
2.823344094331441738e+04 6.281032940440191140e-05
3.764440999555409508e+04 6.205310206834532263e-05
5.646661499333115353e+04 6.444296627697841152e-05
7.528926481327103102e+04 6.694398696043164787e-05
8.470036731215954933e+04 6.844459937050358426e-05
9.411146981104806764e+04 7.063993974820142866e-05
3.881963014973774989e+03 1.272463745503596888e-04
1.552785205989509996e+04 6.655493929856114534e-05
2.329164464319380932e+04 6.326543928229039161e-05
3.105525929762737360e+04 6.238657149280575143e-05
4.658355617968529259e+04 6.469306834532372974e-05
6.211140823958039982e+04 6.713851079136690591e-05
6.987533426952794252e+04 6.863912320143884230e-05
7.763881547731267347e+04 7.080667446043164984e-05
1.714744955474092421e+04 1.989700899280575145e-04
6.859202232977782842e+04 9.987409262589927331e-05
1.028876331547202135e+05 9.193859620044908998e-05
1.371835998373928305e+05 8.817487365107913350e-05
2.057756221671706298e+05 8.817487365107913350e-05
2.743658652082971530e+05 8.989779901079136479e-05
3.086589850291277398e+05 9.078705080935250374e-05
3.429587771824006923e+05 9.178745908273380370e-05
1.627381882695262357e+04 1.952741371402877608e-04
6.509438566348484164e+04 9.859579316546761827e-05
9.764131160192949756e+04 9.099892898251230663e-05
1.301883265048068570e+05 8.745235656474818862e-05
1.952804880574776034e+05 8.761909127697840979e-05
2.603770978317765985e+05 8.931422751798560422e-05
2.929242906635190011e+05 9.023126843525178004e-05
3.254710386730986065e+05 9.128725494604315372e-05
1.501007906236679992e+04 1.898830481115107720e-04
6.003987142730437336e+04 9.673392221223021622e-05
9.005967369430772669e+04 8.962511655269064532e-05
1.200792980324459058e+05 8.636858093525179162e-05
1.801196142819131201e+05 8.672983947841725728e-05
2.401594857092174934e+05 8.845276483812948857e-05
2.701791990117882960e+05 8.936980575539567795e-05
3.001989123143589823e+05 9.053694874100718553e-05
1.301327237344537571e+04 1.817964145683453024e-04
5.205308949378149555e+04 9.384385386690646379e-05
7.807963424067222513e+04 8.747492856705034166e-05
1.041061789875629911e+05 8.464565557553956033e-05
1.561588236591816822e+05 8.525701618705035776e-05
2.082128027972888376e+05 8.697994154676257550e-05
2.342402371885051834e+05 8.803592805755394918e-05
2.602654474689074850e+05 8.936980575539567795e-05
1.183093506465652536e+04 1.625663444244604167e-04
4.732374025862609415e+04 8.678541771582733101e-05
7.098561038793915941e+04 8.184936157493121866e-05
9.464703569508937653e+04 7.986592715827336899e-05
1.419712207758782897e+05 8.106085926258992699e-05
1.892967403231556818e+05 8.297830845323738921e-05
2.129563863416546083e+05 8.428439703237409467e-05
2.366187012931304926e+05 8.614626798561149672e-05
9.991150599212323868e+03 1.572586227517985249e-04
3.996460239684930275e+04 8.459007733812948660e-05
5.994717048857164627e+04 7.998575172157646655e-05
7.992964961586143181e+04 7.819858003597121143e-05
1.198942520127107127e+05 7.953245773381294019e-05
1.598655267420023738e+05 8.150548516187050324e-05
1.798416004301474895e+05 8.292273021582732904e-05
1.998239016285721736e+05 8.492354676258991541e-05
8.123787159672975577e+03 1.553689626798560996e-04
3.249470381652907599e+04 8.314504316546762394e-05
4.874285640468671045e+04 7.853023371123738340e-05
6.499029727738379734e+04 7.669796762589927504e-05
9.748544591607569600e+04 7.789289973021581949e-05
1.299814841990932327e+05 7.975477068345322154e-05
1.462281688741135586e+05 8.114422661870502403e-05
1.624761880156223488e+05 8.311725404676257353e-05
6.496182865896300427e+03 1.537016155575539420e-04
2.598473146358520171e+04 8.161664163669063714e-05
3.897709719537779165e+04 7.696187210827106753e-05
5.196812846068193176e+04 7.505840962230215434e-05
7.795374956859277154e+04 7.608660701438847761e-05
1.039380362100151542e+05 7.786511061151078262e-05
1.169312915861333749e+05 7.917119919064747452e-05
1.299236573179259722e+05 8.111643749999998716e-05
5.143478668745475261e+03 1.522843705035971298e-04
2.057346985281907473e+04 8.014381834532372407e-05
3.086033822587745090e+04 7.538313694845574244e-05
4.114693970563814219e+04 7.339106249999999677e-05
6.171996473629440152e+04 7.428031429856113573e-05
8.229432423343912524e+04 7.594766142086329329e-05
9.258128157093007758e+04 7.719817176258991147e-05
1.028677940862582036e+05 7.908783183453237749e-05
4.243603433350499472e+03 1.543129761690647259e-04
1.697396891123917158e+04 8.042170953237409269e-05
2.546095336685875736e+04 7.547177209558392902e-05
3.394793782247835043e+04 7.336327338129495991e-05
5.092190673371752928e+04 7.414136870503596497e-05
6.789543082279387454e+04 7.569755935251797508e-05
7.638263768949487712e+04 7.694806969424459325e-05
8.486984455619586515e+04 7.883772976618704572e-05
3.500305599269924642e+03 1.572030445143884783e-04
1.400255686356817750e+04 8.117201573741007444e-05
2.100410218864994022e+04 7.601708800504005086e-05
2.800555854929917041e+04 7.378011016187049930e-05
4.200811541286735155e+04 7.444704901079137046e-05
5.601111709859835537e+04 7.594766142086329329e-05
6.301217311930102733e+04 7.714259352517985129e-05
7.001367396216651832e+04 7.903225359712229021e-05
1.542020509649145060e+04 2.430714213129496200e-04
6.168037556380297610e+04 1.198266798561151039e-04
9.252109713229980844e+04 1.090930543351260326e-04
1.233611959497687931e+05 1.033477324640287727e-04
1.850424611578974000e+05 1.010968138489208546e-04
2.467228367217003542e+05 1.016248071043165415e-04
2.775632469146832591e+05 1.021528003597122148e-04
3.084036571076661348e+05 1.028753174460431461e-04
1.463020093531425300e+04 2.385140058453237100e-04
5.852169338558265008e+04 1.182149109712230065e-04
8.778240663172511267e+04 1.079017024235092055e-04
1.170433867711653002e+05 1.024029024280575465e-04
1.755641905124222685e+05 1.003187185251798360e-04
2.340858838980049768e+05 1.009022900179855966e-04
2.633485098794475780e+05 1.014580723920863203e-04
2.926080221057503950e+05 1.022083785971223020e-04
1.352170410555435046e+04 2.315667261690647382e-04
5.408770606654305448e+04 1.158528358812949545e-04
8.113155909981459263e+04 1.060693274155680637e-04
1.081754121330860944e+05 1.009300791366906470e-04
1.622631181996291270e+05 9.917936465827336529e-05
2.163499346218465362e+05 9.979072526978414917e-05
2.433946772994437197e+05 1.004020858812949602e-04
2.704385303327152506e+05 1.012635485611510758e-04
1.175931869644170183e+04 2.211735957733812767e-04
4.703727478576680733e+04 1.122124613309352339e-04
7.055564528535251156e+04 1.032035941283196971e-04
9.407410474937077379e+04 9.856800404676258141e-05
1.411113795351375593e+05 9.726191546762588951e-05
1.881482094987415185e+05 9.798443255395683439e-05
2.116695158246018982e+05 9.870694964028776572e-05
2.351854842845083622e+05 9.976293615107912586e-05
1.076425151820217616e+04 1.968581169064748213e-04
4.305656125064587104e+04 1.032365759892086253e-04
6.458457498267113260e+04 9.602362148091380875e-05
8.611312250129174208e+04 9.248218705035969817e-05
1.291692389297748014e+05 9.203756115107912192e-05
1.722262450025834842e+05 9.314912589928056933e-05
1.937551928611506301e+05 9.420511241007194301e-05
2.152819166089037317e+05 9.578909217625898999e-05
9.108178606004701578e+03 1.900219937050359428e-04
3.643315924618162535e+04 1.004298749999999835e-04
5.464933852932587615e+04 9.372407450087797299e-05
7.286587367020042439e+04 9.045358138489207494e-05
1.092990329163820570e+05 9.014790107913668300e-05
1.457370852063547354e+05 9.137062230215826431e-05
1.639467700859217730e+05 9.256555440647480876e-05
1.821644617644196260e+05 9.431626888489207691e-05
7.450326405155922657e+03 1.868262450539568255e-04
2.980041597629804528e+04 9.845684757194243396e-05
4.470075741109592491e+04 9.191074716977320157e-05
5.960083195259609056e+04 8.867507778776976993e-05
8.940213757321980665e+04 8.825824100719423053e-05
1.192021087273550365e+05 8.945317311151078853e-05
1.341027615376668982e+05 9.064810521582733298e-05
1.490025247036530636e+05 9.237103057553955072e-05
5.957058404552399224e+03 1.846031155575539307e-04
2.382689915172112524e+04 9.662276573741006877e-05
3.574034872758168785e+04 9.000548279152575492e-05
4.765379830344225047e+04 8.672983947841725728e-05
7.148069745516336116e+04 8.625742446043164417e-05
9.530804142904731270e+04 8.731341097122300430e-05
1.072212685938264767e+05 8.845276483812948857e-05
1.191344957586056262e+05 9.012011196043163259e-05
4.715559748107826636e+03 1.826022990107913579e-04
1.886223899243130290e+04 9.481647302158272689e-05
2.829349193529580589e+04 8.815222775306688640e-05
3.772447798486259853e+04 8.481239028776978151e-05
5.658671697729389416e+04 8.420102967625898408e-05
7.544940079188800883e+04 8.517364883093524717e-05
8.488007546594084124e+04 8.622963534172662086e-05
9.431163978431932628e+04 8.786919334532372801e-05
3.890414636067449464e+03 1.846309046762589811e-04
1.556165854426979968e+04 9.512215332733811883e-05
2.334222092310700464e+04 8.825829550572189661e-05
3.112287226637677304e+04 8.478460116906473109e-05
4.668453081064657454e+04 8.403429496402876290e-05
6.224885828789333027e+04 8.492354676258991541e-05
7.002657380488843773e+04 8.592395503597120181e-05
7.780740307702336577e+04 8.759130215827337293e-05
3.209391904782374695e+03 1.877432859712230013e-04
1.283712279696667247e+04 9.592803776978416075e-05
1.925581764209885660e+04 8.882103481558500783e-05
2.567469041609617125e+04 8.520143794964027048e-05
3.851181321306284372e+04 8.433997526978416839e-05
5.135116012084364775e+04 8.517364883093524717e-05
5.776727499743145017e+04 8.614626798561149672e-05
6.418605880699619593e+04 8.778582598920863097e-05
1.398832255435777734e+04 2.972046245503596400e-04
5.595151092877978954e+04 1.422802877697841573e-04
8.392699949987199216e+04 1.278769459475319684e-04
1.119030218575595791e+05 1.196321560251798459e-04
1.678531983198508970e+05 1.147968493705035943e-04
2.238051540707935346e+05 1.141299105215827232e-04
2.517817991795091075e+05 1.142966452338129444e-04
2.797566649995733751e+05 1.147134820143884838e-04
1.326815547274409619e+04 2.915912225719423834e-04
5.307084260232509405e+04 1.403350494604316311e-04
7.960666424343416293e+04 1.263448052348649473e-04
1.061416852046502026e+05 1.183816456834532277e-04
1.592125278069752676e+05 1.138242302158273312e-04
2.122838152314632025e+05 1.132406587230215707e-04
2.388201261769514240e+05 1.134351825539568287e-04
2.653555474781139637e+05 1.139075975719424283e-04
1.227753651613282636e+04 2.826987045863309125e-04
4.910792195371715934e+04 1.373060355215827079e-04
7.366255016382002214e+04 1.240036270763193087e-04
9.821673355175998586e+04 1.164919856115107888e-04
